"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"09-Apr-2020","EQ","198.40","202.95","195.05","192.90","196.60","196.70","197.60","301.60","159.40",3465831,"684,832,185.95",36684
"08-Apr-2020","EQ","191.50","200.00","188.80","191.90","193.00","192.90","194.98","301.60","159.40",5137654,"1,001,741,684.35",53517
"07-Apr-2020","EQ","188.25","192.70","183.05","180.00","191.95","191.90","189.50","301.60","159.40",4781444,"906,101,475.25",56566
"03-Apr-2020","EQ","188.00","189.60","177.75","189.50","180.15","180.00","181.23","301.60","159.40",6573737,"1,191,349,404.15",79843
"01-Apr-2020","EQ","195.70","195.70","187.00","196.70","188.65","189.50","190.06","301.60","159.40",4937836,"938,489,498.35",63336
"31-Mar-2020","EQ","187.00","199.80","185.65","184.15","196.10","196.70","194.94","301.60","159.40",5307678,"1,034,656,565.35",62061
"30-Mar-2020","EQ","181.10","187.40","179.35","183.50","185.25","184.15","184.50","301.60","159.40",3667803,"676,692,029.25",47445
"27-Mar-2020","EQ","183.15","189.50","181.50","182.60","184.65","183.50","185.15","301.60","159.40",6767560,"1,253,023,967.65",40065
"26-Mar-2020","EQ","176.95","186.80","172.50","174.65","180.60","182.60","180.17","301.60","159.40",5124357,"923,251,037.30",46356
"25-Mar-2020","EQ","177.40","188.00","170.20","176.35","172.50","174.65","175.95","301.60","159.40",6728276,"1,183,853,668.20",81762
"24-Mar-2020","EQ","168.50","181.75","168.05","170.15","178.25","176.35","176.78","301.60","159.40",6037867,"1,067,378,793.50",78461
"23-Mar-2020","EQ","165.00","177.00","165.00","179.20","171.50","170.15","173.00","301.60","159.40",5360393,"927,343,313.45",56816
"20-Mar-2020","EQ","163.10","185.80","162.50","162.35","178.00","179.20","176.72","301.60","159.40",10160070,"1,795,536,401.65",86219
"19-Mar-2020","EQ","165.00","171.35","159.40","169.95","161.80","162.35","166.44","301.60","159.40",5990642,"997,069,281.45",69150
"18-Mar-2020","EQ","176.70","178.50","168.50","173.10","171.90","169.95","173.17","301.60","168.50",6367196,"1,102,614,407.80",65169
"17-Mar-2020","EQ","178.55","185.55","170.75","179.75","173.20","173.10","179.30","301.60","169.25",6087886,"1,091,565,835.05",53650
"16-Mar-2020","EQ","193.95","193.95","178.55","197.40","180.00","179.75","184.72","301.60","169.25",5600578,"1,034,524,025.30",91089
"13-Mar-2020","EQ","199.00","204.45","169.25","199.10","199.00","197.40","192.96","301.60","169.25",6521699,"1,258,410,025.25",76155
"12-Mar-2020","EQ","204.00","206.95","197.50","213.10","200.00","199.10","202.82","301.60","197.50",5382005,"1,091,585,740.50",63340
"11-Mar-2020","EQ","203.70","214.40","203.70","214.40","212.95","213.10","211.60","301.60","203.70",6135166,"1,298,193,543.40",73294
"09-Mar-2020","EQ","220.20","221.00","213.00","223.55","215.00","214.40","215.27","301.60","213.00",8731114,"1,879,529,836.90",67373
"06-Mar-2020","EQ","225.00","226.00","222.55","229.70","223.25","223.55","224.18","374.65","218.40",2934283,"657,818,198.60",30480
"05-Mar-2020","EQ","229.05","233.90","228.65","228.85","230.30","229.70","231.29","374.65","218.40",2970778,"687,112,891.25",42428
"04-Mar-2020","EQ","224.90","229.75","222.45","223.70","228.90","228.85","225.53","374.65","218.40",4518178,"1,018,974,224.15",81745
"03-Mar-2020","EQ","224.00","225.80","220.60","220.80","223.25","223.70","223.10","374.65","218.40",5173113,"1,154,103,726.05",41834
"02-Mar-2020","EQ","225.80","227.00","218.40","221.45","220.65","220.80","223.58","374.65","218.40",5766175,"1,289,195,929.00",65848
"28-Feb-2020","EQ","228.50","229.50","219.70","231.60","222.40","221.45","223.36","388.95","219.70",5637309,"1,259,175,651.25",75674
"27-Feb-2020","EQ","238.95","238.95","230.50","239.90","231.45","231.60","233.24","388.95","230.50",4866814,"1,135,130,613.30",63615
"26-Feb-2020","EQ","243.05","243.45","238.40","244.10","239.95","239.90","239.99","388.95","232.20",3994194,"958,562,328.10",35163
"25-Feb-2020","EQ","244.15","246.65","242.45","244.20","244.00","244.10","244.35","388.95","232.20",2529786,"618,142,911.85",23406
"24-Feb-2020","EQ","245.00","247.80","242.40","245.70","244.05","244.20","245.45","388.95","232.20",3521975,"864,471,815.85",38370
"20-Feb-2020","EQ","248.00","248.55","245.10","247.60","245.85","245.70","246.71","388.95","232.20",2120807,"523,234,630.90",24362
"19-Feb-2020","EQ","244.50","248.35","244.50","244.05","247.95","247.60","246.89","388.95","232.20",1785384,"440,789,981.60",24285
"18-Feb-2020","EQ","243.75","244.85","241.25","243.80","244.00","244.05","242.94","388.95","232.20",1252637,"304,310,138.90",16527
"17-Feb-2020","EQ","242.90","245.00","241.95","242.90","243.85","243.80","243.37","388.95","232.20",1017778,"247,693,012.90",12576
"14-Feb-2020","EQ","243.80","245.35","242.00","243.75","243.50","242.90","243.38","388.95","232.20",1809793,"440,467,337.85",23737
"13-Feb-2020","EQ","245.80","245.80","242.50","244.45","243.70","243.75","243.73","388.95","232.20",2414955,"588,606,959.85",23979
"12-Feb-2020","EQ","241.70","247.15","241.70","241.25","244.70","244.45","244.84","388.95","232.20",3419400,"837,220,850.85",30707
"11-Feb-2020","EQ","240.55","242.90","239.80","240.90","241.15","241.25","241.15","388.95","232.20",2730310,"658,426,524.75",29387
"10-Feb-2020","EQ","245.40","245.65","239.45","243.95","241.25","240.90","241.01","388.95","232.20",2258996,"544,447,009.65",25746
"07-Feb-2020","EQ","247.00","247.00","242.95","243.65","243.55","243.95","244.49","388.95","232.20",2759512,"674,665,035.45",31057
"06-Feb-2020","EQ","242.75","245.95","241.65","242.25","243.65","243.65","243.87","388.95","232.20",3056198,"745,328,704.70",32387
"05-Feb-2020","EQ","241.60","243.00","237.30","240.25","242.40","242.25","240.58","388.95","232.20",3875603,"932,408,905.15",44897
"04-Feb-2020","EQ","239.00","241.25","237.90","237.40","240.55","240.25","239.57","388.95","232.20",3164756,"758,192,230.20",36774
"03-Feb-2020","EQ","237.70","240.15","235.25","236.80","236.80","237.40","237.39","388.95","232.20",4231830,"1,004,574,850.75",47901
"01-Feb-2020","EQ","236.50","239.35","234.30","236.80","237.15","236.80","236.50","388.95","232.20",2100563,"496,778,392.80",20180
"31-Jan-2020","EQ","238.00","239.15","235.00","240.70","236.50","236.80","236.84","388.95","232.20",5553638,"1,315,299,454.75",58779
"30-Jan-2020","EQ","247.60","247.60","240.20","246.75","240.95","240.70","242.41","388.95","232.20",2147465,"520,557,483.15",29602
"29-Jan-2020","EQ","244.60","247.40","243.25","244.05","246.30","246.75","246.22","388.95","232.20",2004689,"493,600,906.15",33122
"28-Jan-2020","EQ","245.90","246.10","241.80","245.35","244.00","244.05","243.42","388.95","232.20",2136181,"519,983,662.35",38147
"27-Jan-2020","EQ","247.90","247.90","244.75","247.60","245.20","245.35","245.52","388.95","232.20",1653497,"405,968,520.25",19616
"24-Jan-2020","EQ","248.65","249.45","246.25","248.70","247.75","247.60","248.00","388.95","232.20",1710777,"424,270,071.40",23039
"23-Jan-2020","EQ","246.45","249.10","245.35","245.85","248.95","248.70","247.73","388.95","232.20",1696544,"420,282,524.00",30500
"22-Jan-2020","EQ","248.60","251.95","245.40","247.10","246.40","245.85","247.89","388.95","232.20",3400424,"842,947,677.30",51607
"21-Jan-2020","EQ","247.90","248.20","246.00","248.00","246.85","247.10","247.13","388.95","232.20",1507942,"372,661,226.00",26134
"20-Jan-2020","EQ","250.80","250.80","247.20","251.10","248.20","248.00","248.48","388.95","232.20",1908583,"474,250,615.65",19877
"17-Jan-2020","EQ","252.00","253.90","249.65","250.45","250.85","251.10","251.84","388.95","232.20",4140818,"1,042,822,124.95",38092
"16-Jan-2020","EQ","248.00","252.60","247.00","248.25","250.30","250.45","250.14","388.95","232.20",8811836,"2,204,192,485.80",63303
"15-Jan-2020","EQ","254.00","256.00","246.60","257.20","248.20","248.25","248.86","388.95","232.20",10140451,"2,523,542,001.80",82450
"14-Jan-2020","EQ","256.85","258.35","254.55","254.80","256.00","257.20","256.53","388.95","232.20",7296777,"1,871,850,317.20",62567
"13-Jan-2020","EQ","254.00","257.90","252.85","251.75","255.30","254.80","255.37","388.95","232.20",6963599,"1,778,262,374.90",56180
"10-Jan-2020","EQ","253.95","255.20","251.00","253.65","251.95","251.75","253.15","388.95","232.20",2056577,"520,621,896.15",31607
"09-Jan-2020","EQ","254.25","256.50","252.65","254.80","255.00","253.65","254.33","388.95","232.20",2495023,"634,552,359.35",28366
"08-Jan-2020","EQ","254.00","256.15","252.55","255.20","254.60","254.80","254.57","388.95","232.20",2794410,"711,375,621.45",33853
"07-Jan-2020","EQ","253.25","256.35","250.20","252.15","255.00","255.20","254.01","388.95","232.20",4402787,"1,118,330,017.90",39798
"06-Jan-2020","EQ","251.00","254.45","250.15","251.10","251.95","252.15","252.40","388.95","232.20",4566695,"1,152,636,703.85",42374
"03-Jan-2020","EQ","249.50","252.70","247.35","248.30","251.00","251.10","250.99","388.95","232.20",3381404,"848,688,995.10",38677
"02-Jan-2020","EQ","246.60","249.90","246.35","247.70","248.35","248.30","248.39","388.95","232.20",1443966,"358,670,699.90",19476
"01-Jan-2020","EQ","246.50","248.65","246.20","245.80","247.65","247.70","247.76","388.95","232.20",1413866,"350,293,363.05",14240
"31-Dec-2019","EQ","247.70","248.60","245.30","248.95","246.10","245.80","246.72","388.95","232.20",2164914,"534,134,244.20",21062
"30-Dec-2019","EQ","248.45","249.55","246.60","247.55","248.45","248.95","248.20","388.95","232.20",2166807,"537,794,009.10",19437
"27-Dec-2019","EQ","250.00","250.75","246.35","250.30","247.75","247.55","248.03","388.95","232.20",2511120,"622,829,307.75",21491
"26-Dec-2019","EQ","252.00","252.40","249.55","252.25","250.30","250.30","250.79","388.95","232.20",2026434,"508,209,622.50",21642
"24-Dec-2019","EQ","253.00","253.95","251.10","253.85","252.25","252.25","252.16","388.95","232.20",1544480,"389,463,027.00",17696
"23-Dec-2019","EQ","252.80","254.70","251.60","251.80","253.45","253.85","253.10","388.95","232.20",1850652,"468,391,215.40",22052
"20-Dec-2019","EQ","248.00","253.80","247.30","249.20","252.40","251.80","251.02","388.95","232.20",5211626,"1,308,222,488.20",40914
"19-Dec-2019","EQ","248.60","250.65","247.65","248.30","248.95","249.20","249.28","388.95","232.20",2484211,"619,253,515.15",34312
"18-Dec-2019","EQ","245.85","249.90","245.50","244.75","248.60","248.30","248.43","388.95","232.20",5299107,"1,316,461,391.45",54505
"17-Dec-2019","EQ","244.25","245.95","243.55","243.15","245.10","244.75","244.77","388.95","232.20",2211379,"541,285,865.65",27445
"16-Dec-2019","EQ","243.90","246.40","242.60","243.85","243.25","243.15","244.84","388.95","232.20",2842577,"695,980,284.85",27858
"13-Dec-2019","EQ","242.00","244.85","240.00","239.45","243.70","243.85","242.81","388.95","232.20",4311833,"1,046,967,506.15",41456
"12-Dec-2019","EQ","240.35","241.25","238.70","240.05","239.50","239.45","239.72","388.95","232.20",1405948,"337,035,829.50",24143
"11-Dec-2019","EQ","237.65","240.80","236.35","238.15","239.50","240.05","238.33","388.95","232.20",2387660,"569,051,498.80",45944
