,timestamp,open,high,low,close,volume
73,2020-06-03 05:00:00,698.4,700.95,698.15,699.75,21167
74,2020-06-03 04:30:00,699.5,700.1,696.5,699.15,30847
75,2020-06-03 04:00:00,701.11,702.1,699.55,699.56,14633
76,2020-06-03 03:30:00,703.0,703.0,699.4,701.05,34143
77,2020-06-03 03:00:00,704.65,705.56,701.91,702.9,25524
78,2020-06-03 02:30:00,703.65,706.95,702.2,704.85,93025
79,2020-06-03 02:00:00,702.92,704.21,701.0,703.57,25293
80,2020-06-03 01:30:00,704.7,705.25,701.5,702.85,16894
81,2020-06-03 01:00:00,705.05,706.04,704.09,704.7,18759
82,2020-06-03 00:30:00,706.7,706.7,702.7,704.45,30071
83,2020-06-03 00:00:00,711.25,712.44,705.49,706.6,63425
84,2020-06-02 05:30:00,708.2,709.0,706.6,708.0,26610
85,2020-06-02 05:00:00,708.66,710.66,707.35,708.66,7015
86,2020-06-02 04:30:00,708.7,711.65,708.25,708.75,27687
87,2020-06-02 04:00:00,707.6,709.81,706.41,709.0,16450
88,2020-06-02 03:30:00,707.2,709.75,707.2,707.65,15714
89,2020-06-02 03:00:00,708.02,710.01,707.06,707.62,61202
90,2020-06-02 02:30:00,706.7,708.75,705.7,707.85,13957
91,2020-06-02 02:00:00,705.6,708.65,705.6,706.65,15323
92,2020-06-02 01:30:00,700.55,705.6,700.45,705.6,7798
93,2020-06-02 01:00:00,700.75,703.24,699.94,700.55,9674
94,2020-06-02 00:30:00,703.05,704.0,700.35,701.1,8526
95,2020-06-02 00:00:00,701.03,706.22,697.37,703.48,55278
96,2020-06-01 05:30:00,703.2,704.4,698.45,700.0,32561
97,2020-06-01 05:00:00,702.75,705.96,702.46,703.2,24104
98,2020-06-01 04:30:00,701.15,705.0,698.4,702.7,61302
99,2020-06-01 04:00:00,701.12,702.26,699.6,701.72,28659
