"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"11-Apr-2016","EQ","2,696.80","2,707.65","2,645.00","2,686.80","2,655.00","2,656.95","2,657.50","3,434.20","2,006.50",215022,"571,421,831.65",21284
"08-Apr-2016","EQ","2,691.00","2,715.50","2,681.10","2,701.15","2,681.10","2,686.80","2,700.52","3,434.20","2,006.50",138356,"373,632,531.25",6639
"07-Apr-2016","EQ","2,710.10","2,721.05","2,679.10","2,707.20","2,700.00","2,701.15","2,700.12","3,434.20","2,006.50",102107,"275,701,046.30",13766
"06-Apr-2016","EQ","2,641.35","2,723.95","2,641.35","2,641.35","2,710.00","2,707.20","2,680.24","3,434.20","2,006.50",483650,"1,296,296,471.55",24580
"05-Apr-2016","EQ","2,650.00","2,656.25","2,607.15","2,659.20","2,643.95","2,641.35","2,633.33","3,434.20","2,006.50",214101,"563,798,602.80",23159
"04-Apr-2016","EQ","2,700.00","2,703.55","2,650.00","2,679.05","2,659.40","2,659.20","2,662.70","3,434.20","2,006.50",184402,"491,007,117.10",9366
"01-Apr-2016","EQ","2,661.50","2,717.90","2,661.50","2,686.50","2,671.10","2,679.05","2,690.45","3,434.20","2,006.50",176535,"474,958,594.85",25478
"31-Mar-2016","EQ","2,625.40","2,704.90","2,615.50","2,638.50","2,692.00","2,686.50","2,678.36","3,434.20","2,006.50",346463,"927,952,090.90",29688
"30-Mar-2016","EQ","2,619.50","2,649.00","2,590.15","2,583.15","2,641.35","2,638.50","2,628.07","3,434.20","2,006.50",261677,"687,704,224.20",19696
"29-Mar-2016","EQ","2,615.00","2,625.00","2,519.05","2,625.60","2,588.40","2,583.15","2,579.14","3,434.20","2,006.50",195997,"505,504,505.50",17345
"28-Mar-2016","EQ","2,745.55","2,760.00","2,601.25","2,725.30","2,627.00","2,625.60","2,640.68","3,434.20","2,006.50",282168,"745,114,895.80",19780
"23-Mar-2016","EQ","2,755.15","2,762.10","2,705.30","2,751.50","2,720.45","2,725.30","2,723.92","3,434.20","2,006.50",108483,"295,499,121.30",16181
"22-Mar-2016","EQ","2,736.00","2,779.90","2,725.00","2,734.95","2,748.00","2,751.50","2,756.85","3,434.20","2,006.50",120806,"333,043,524.35",12423
"21-Mar-2016","EQ","2,691.00","2,749.00","2,691.00","2,685.80","2,746.50","2,734.95","2,719.73","3,434.20","2,006.50",99413,"270,376,745.25",10565
"18-Mar-2016","EQ","2,699.00","2,715.00","2,670.25","2,697.60","2,682.30","2,685.80","2,683.77","3,434.20","2,006.50",120847,"324,324,966.25",9711
"17-Mar-2016","EQ","2,740.00","2,740.10","2,688.00","2,720.30","2,688.00","2,697.60","2,708.35","3,434.20","2,006.50",134153,"363,333,866.70",14673
"16-Mar-2016","EQ","2,740.10","2,756.00","2,674.15","2,758.75","2,712.30","2,720.30","2,703.31","3,434.20","2,006.50",239753,"648,125,809.75",20051
"15-Mar-2016","EQ","2,800.25","2,821.85","2,750.95","2,823.05","2,775.15","2,758.75","2,789.83","3,434.20","2,006.50",76969,"214,730,356.95",9272
"14-Mar-2016","EQ","2,832.00","2,860.00","2,815.00","2,816.10","2,815.00","2,823.05","2,840.42","3,434.20","2,006.50",112359,"319,146,924.05",5713
"11-Mar-2016","EQ","2,840.70","2,846.45","2,809.00","2,834.65","2,820.00","2,816.10","2,823.00","3,434.20","2,006.50",71593,"202,107,236.80",7081
"10-Mar-2016","EQ","2,830.00","2,858.00","2,800.00","2,837.80","2,834.00","2,834.65","2,832.25","3,434.20","2,006.50",147057,"416,501,546.65",15327
"09-Mar-2016","EQ","2,809.95","2,856.00","2,785.00","2,819.05","2,840.00","2,837.80","2,836.24","3,434.20","2,006.50",153683,"435,881,342.15",16445
"08-Mar-2016","EQ","2,850.00","2,884.85","2,750.00","2,855.20","2,814.05","2,819.05","2,845.66","3,434.20","2,006.50",191076,"543,738,283.20",16193
"04-Mar-2016","EQ","2,864.00","2,876.95","2,842.00","2,841.85","2,859.00","2,855.20","2,854.15","3,434.20","2,006.50",86331,"246,401,574.35",7479
"03-Mar-2016","EQ","2,878.00","2,892.80","2,832.00","2,862.85","2,843.80","2,841.85","2,859.64","3,434.20","2,006.50",129406,"370,054,644.00",16203
"02-Mar-2016","EQ","2,851.00","2,914.50","2,844.30","2,841.70","2,850.00","2,862.85","2,878.51","3,434.20","2,006.50",160110,"460,877,830.90",19135
"01-Mar-2016","EQ","2,756.00","2,845.00","2,756.00","2,756.25","2,838.05","2,841.70","2,805.89","3,434.20","2,006.50",164771,"462,329,802.75",18479
"29-Feb-2016","EQ","2,722.00","2,828.00","2,640.00","2,712.45","2,750.00","2,756.25","2,754.52","3,434.20","2,006.50",182463,"502,597,883.85",19079
"26-Feb-2016","EQ","2,693.00","2,730.50","2,674.10","2,685.95","2,726.90","2,712.45","2,701.96","3,434.20","2,006.50",215553,"582,414,668.95",20744
"25-Feb-2016","EQ","2,755.00","2,773.70","2,672.25","2,753.40","2,677.00","2,685.95","2,702.05","3,434.20","2,006.50",221100,"597,423,347.65",14337
"24-Feb-2016","EQ","2,803.00","2,807.90","2,736.60","2,802.25","2,760.00","2,753.40","2,769.33","3,434.20","2,006.50",209736,"580,827,765.00",11680
"23-Feb-2016","EQ","2,795.10","2,818.00","2,775.00","2,799.35","2,801.00","2,802.25","2,800.27","3,434.20","2,006.50",165587,"463,688,133.95",12515
"22-Feb-2016","EQ","2,709.00","2,801.00","2,709.00","2,724.50","2,795.00","2,799.35","2,776.71","3,434.20","2,006.50",352002,"977,407,578.50",13959
"19-Feb-2016","EQ","2,763.00","2,763.00","2,705.55","2,753.50","2,728.00","2,724.50","2,724.43","3,434.20","2,000.00",127134,"346,368,157.35",11133
"18-Feb-2016","EQ","2,668.40","2,767.65","2,668.40","2,652.20","2,751.95","2,753.50","2,723.09","3,434.20","2,000.00",195078,"531,214,412.15",19989
"17-Feb-2016","EQ","2,645.00","2,663.00","2,545.20","2,625.90","2,657.00","2,652.20","2,603.01","3,434.20","2,000.00",127303,"331,370,634.20",13776
"16-Feb-2016","EQ","2,655.10","2,690.00","2,610.50","2,665.90","2,625.00","2,625.90","2,629.95","3,434.20","2,000.00",157689,"414,714,879.95",27446
"15-Feb-2016","EQ","2,605.00","2,710.00","2,572.00","2,564.20","2,688.00","2,665.90","2,647.38","3,434.20","2,000.00",355255,"940,495,581.20",22862
