,Date ,series ,OPEN ,HIGH ,LOW ,PREV. CLOSE ,ltp ,close ,vwap ,52W H ,52W L ,VOLUME ,VALUE ,No of trades 
0,09-Apr-2010,EQ,338.0,341.0,330.1,334.05,335.55,336.65,336.67,377.4,71.6,16738,"5,635,137.85",
1,08-Apr-2010,EQ,331.45,337.1,331.45,335.8,331.5,334.05,335.57,377.4,71.6,26516,"8,897,863.45",
2,07-Apr-2010,EQ,334.7,337.0,330.95,331.4,331.45,335.8,334.2,377.4,71.6,12088,"4,039,829.45",
3,06-Apr-2010,EQ,335.0,337.8,325.55,329.7,330.35,331.4,332.53,377.4,71.6,7689,"2,556,855.70",
4,05-Apr-2010,EQ,326.75,333.0,322.7,325.7,330.0,329.7,330.89,377.4,71.6,13339,"4,413,716.35",
5,01-Apr-2010,EQ,317.0,327.0,317.0,320.35,325.0,325.7,323.82,377.4,63.8,12639,"4,092,747.45",
6,31-Mar-2010,EQ,324.0,325.0,316.6,323.45,318.0,320.35,322.18,377.4,63.8,5882,"1,895,053.05",
7,30-Mar-2010,EQ,318.0,328.0,316.7,315.4,322.2,323.45,323.74,377.4,63.8,16049,"5,195,623.30",
8,29-Mar-2010,EQ,315.5,328.85,312.0,313.35,318.0,315.4,320.2,377.4,63.8,24762,"7,928,848.25",
9,26-Mar-2010,EQ,306.0,320.75,304.45,304.65,311.3,313.35,313.13,377.4,60.25,42684,"13,365,760.05",
10,25-Mar-2010,EQ,305.0,305.0,303.0,306.75,305.0,304.65,304.35,377.4,60.25,9070,"2,760,456.40",
11,23-Mar-2010,EQ,316.0,316.0,305.1,310.65,306.0,306.75,309.61,377.4,60.25,9819,"3,040,092.55",
12,22-Mar-2010,EQ,306.0,314.0,306.0,311.15,311.95,310.65,312.36,377.4,60.25,11798,"3,685,242.75",
13,19-Mar-2010,EQ,312.0,317.5,311.0,312.5,311.0,311.15,312.83,377.4,49.3,4178,"1,307,007.85",
14,18-Mar-2010,EQ,325.0,325.0,311.05,313.35,312.0,312.5,313.94,377.4,49.3,3495,"1,097,224.95",
15,17-Mar-2010,EQ,319.0,319.0,310.3,311.8,312.1,313.35,313.87,377.4,49.3,2753,"864,087.00",
16,16-Mar-2010,EQ,312.7,317.75,308.55,312.85,314.6,311.8,312.85,377.4,49.3,3316,"1,037,417.80",
17,15-Mar-2010,EQ,315.25,321.25,310.0,319.8,310.0,312.85,315.69,377.4,49.3,4499,"1,420,297.35",
