,Date ,series ,OPEN ,HIGH ,LOW ,PREV. CLOSE ,ltp ,close ,vwap ,52W H ,52W L ,VOLUME ,VALUE ,No of trades 
0,09-Apr-2010,EQ,"1,160.00","1,199.85","1,157.50","1,156.75","1,185.00","1,183.45","1,179.00","1,215.00",401.4,2559419,"3,017,554,916.05",
1,08-Apr-2010,EQ,"1,156.95","1,165.50","1,150.00","1,164.30","1,151.50","1,156.75","1,157.58","1,215.00",401.4,1348153,"1,560,590,104.75",
2,07-Apr-2010,EQ,"1,182.00","1,193.15","1,148.30","1,174.55","1,162.00","1,164.30","1,163.07","1,215.00",401.4,3690875,"4,292,763,943.55",
3,06-Apr-2010,EQ,"1,180.00","1,183.90","1,166.00","1,177.10","1,174.10","1,174.55","1,174.67","1,215.00",401.4,860496,"1,010,801,594.30",
4,05-Apr-2010,EQ,"1,177.20","1,183.00","1,158.00","1,173.55","1,175.00","1,177.10","1,173.59","1,215.00",401.4,839008,"984,655,273.15",
5,01-Apr-2010,EQ,"1,168.00","1,184.20","1,168.00","1,168.25","1,172.00","1,173.55","1,174.96","1,215.00",375.6,763263,"896,805,966.40",
6,31-Mar-2010,EQ,"1,172.00","1,184.70","1,161.90","1,173.10","1,171.50","1,168.25","1,169.72","1,215.00",375.6,707646,"827,748,287.05",
7,30-Mar-2010,EQ,"1,198.95","1,212.00","1,169.65","1,198.95","1,174.00","1,173.10","1,187.24","1,215.00",375.6,1066027,"1,265,624,926.20",
8,29-Mar-2010,EQ,"1,197.00","1,215.00","1,185.00","1,193.25","1,199.15","1,198.95","1,204.43","1,215.00",375.6,1205706,"1,452,193,115.45",
9,26-Mar-2010,EQ,"1,155.10","1,197.95","1,151.50","1,154.80","1,186.35","1,193.25","1,175.27","1,197.95",347.6,1805457,"2,121,894,804.05",
10,25-Mar-2010,EQ,"1,152.10","1,165.20","1,146.80","1,161.95","1,154.30","1,154.80","1,156.30","1,177.70",347.6,1513156,"1,749,668,663.65",
11,23-Mar-2010,EQ,"1,153.50","1,171.90","1,152.00","1,146.50","1,163.00","1,161.95","1,162.58","1,177.70",347.6,1252603,"1,456,249,748.90",
12,22-Mar-2010,EQ,"1,100.00","1,152.35","1,100.00","1,156.00","1,151.90","1,146.50","1,140.61","1,177.70",347.6,1098538,"1,253,000,221.95",
13,19-Mar-2010,EQ,"1,172.00","1,172.00","1,151.55","1,163.80","1,153.50","1,156.00","1,156.26","1,177.70",321.1,1226644,"1,418,322,191.65",
14,18-Mar-2010,EQ,"1,145.30","1,172.00","1,144.10","1,149.20","1,163.75","1,163.80","1,164.68","1,177.70",321.1,1537854,"1,791,101,946.10",
15,17-Mar-2010,EQ,"1,155.00","1,157.45","1,139.05","1,144.90","1,148.25","1,149.20","1,148.39","1,177.70",321.1,2425033,"2,784,873,902.20",
16,16-Mar-2010,EQ,"1,139.00","1,148.90","1,132.50","1,142.70","1,145.15","1,144.90","1,140.86","1,177.70",321.1,1345188,"1,534,675,136.20",
17,15-Mar-2010,EQ,"1,128.60","1,154.30","1,128.60","1,151.05","1,146.00","1,142.70","1,142.22","1,177.70",321.1,901565,"1,029,786,549.90",
18,12-Mar-2010,EQ,"1,151.00","1,161.60","1,141.55","1,151.35","1,152.00","1,151.05","1,153.65","1,177.70",278.25,1948477,"2,247,855,824.65",
19,11-Mar-2010,EQ,"1,127.40","1,154.90","1,127.40","1,131.50","1,153.00","1,151.35","1,146.44","1,177.70",278.25,1809188,"2,074,134,097.70",
20,10-Mar-2010,EQ,"1,117.65","1,135.00","1,117.00","1,117.65","1,132.90","1,131.50","1,128.51","1,177.70",278.25,1239377,"1,398,651,154.55",
21,09-Mar-2010,EQ,"1,045.00","1,133.40","1,045.00","1,129.30","1,115.00","1,117.65","1,117.08","1,177.70",278.25,904991,"1,010,945,987.60",
22,08-Mar-2010,EQ,"1,144.25","1,144.25","1,107.10","1,103.35","1,128.00","1,129.30","1,119.02","1,177.70",278.25,3179385,"3,557,803,378.75",
23,05-Mar-2010,EQ,"1,125.00","1,139.50","1,100.40","1,121.65","1,101.40","1,103.35","1,113.69","1,177.70",278.25,2632950,"2,932,282,097.80",
24,04-Mar-2010,EQ,"1,150.00","1,152.45","1,112.50","1,148.90","1,123.00","1,121.65","1,124.96","1,177.70",278.25,2223723,"2,501,603,042.15",
25,03-Mar-2010,EQ,"1,164.00","1,174.95","1,140.80","1,155.00","1,149.00","1,148.90","1,157.01","1,177.70",278.25,2273136,"2,630,040,406.90",
26,02-Mar-2010,EQ,"1,131.00","1,175.00","1,130.00","1,124.50","1,155.00","1,155.00","1,158.78","1,177.70",278.25,2992706,"3,467,892,918.85",
27,26-Feb-2010,EQ,"1,104.00","1,137.00","1,085.00","1,096.25","1,123.05","1,124.50","1,118.48","1,177.70",278.25,1623356,"1,815,690,766.95",
28,25-Feb-2010,EQ,"1,096.10","1,102.95","1,081.55","1,093.80","1,098.00","1,096.25","1,093.64","1,177.70",278.25,1547763,"1,692,701,893.20",
29,24-Feb-2010,EQ,"1,095.00","1,110.95","1,065.05","1,098.15","1,096.00","1,093.80","1,089.84","1,177.70",278.25,1720318,"1,874,874,724.50",
30,23-Feb-2010,EQ,"1,100.00","1,129.80","1,088.70","1,107.45","1,099.60","1,098.15","1,116.92","1,177.70",278.25,2249941,"2,513,008,476.15",
31,22-Feb-2010,EQ,"1,103.50","1,115.00","1,081.25","1,094.50","1,108.50","1,107.45","1,105.73","1,177.70",278.25,1743098,"1,927,394,598.00",
32,19-Feb-2010,EQ,"1,072.00","1,102.25","1,071.00","1,098.50","1,100.00","1,094.50","1,087.41","1,177.70",278.25,2771256,"3,013,487,986.65",
33,18-Feb-2010,EQ,"1,067.00","1,116.30","1,065.55","1,067.30","1,091.00","1,098.50","1,095.78","1,177.70",278.25,4971386,"5,447,535,668.65",
34,17-Feb-2010,EQ,"1,034.00","1,073.85","1,032.00","1,026.15","1,066.00","1,067.30","1,058.49","1,177.70",278.25,2273282,"2,406,245,764.00",
35,16-Feb-2010,EQ,"1,032.00","1,041.70","1,018.35","1,028.85","1,026.60","1,026.15","1,024.62","1,177.70",278.25,1327251,"1,359,934,186.30",
36,15-Feb-2010,EQ,"1,033.00","1,044.50","1,010.00","1,033.20","1,031.00","1,028.85","1,031.47","1,177.70",278.25,909866,"938,499,662.25",
37,11-Feb-2010,EQ,"1,030.00","1,044.90","1,028.40","1,024.65","1,032.50","1,033.20","1,036.86","1,177.70",278.25,815759,"845,825,679.80",
38,10-Feb-2010,EQ,"1,044.00","1,045.50","1,020.10","1,038.55","1,021.55","1,024.65","1,032.85","1,177.70",278.25,1657271,"1,711,708,416.60",
39,09-Feb-2010,EQ,"1,025.00","1,057.00","1,013.20","1,022.70","1,033.15","1,038.55","1,038.51","1,177.70",278.25,1845165,"1,916,220,464.65",
40,08-Feb-2010,EQ,"1,025.00","1,041.70","1,001.00","1,030.75","1,019.00","1,022.70","1,022.84","1,177.70",278.25,1485293,"1,519,219,554.00",
41,06-Feb-2010,EQ,"1,030.00","1,037.65","1,026.10","1,025.70","1,032.30","1,030.75","1,030.52","1,177.70",278.25,139372,"143,625,639.05",
42,05-Feb-2010,EQ,"1,033.70","1,038.00",995.10,"1,048.45","1,037.00","1,025.70","1,012.45","1,177.70",278.25,2442482,"2,472,884,434.25",
43,04-Feb-2010,EQ,"1,059.90","1,068.95","1,045.00","1,071.00","1,048.20","1,048.45","1,057.67","1,177.70",278.25,1317167,"1,393,133,558.40",
44,03-Feb-2010,EQ,"1,045.55","1,077.00","1,024.05","1,037.30","1,061.00","1,071.00","1,061.68","1,177.70",278.25,2652143,"2,815,719,227.55",
45,02-Feb-2010,EQ,"1,065.20","1,082.00","1,030.25","1,062.55","1,030.25","1,037.30","1,046.88","1,177.70",278.25,1776677,"1,859,963,583.35",
46,01-Feb-2010,EQ,"1,026.00","1,072.00","1,005.00","1,025.70","1,064.00","1,062.55","1,045.24","1,177.70",278.25,2136090,"2,232,729,930.45",
47,29-Jan-2010,EQ,"1,009.95","1,045.00",988.20,"1,018.80","1,023.60","1,025.70","1,017.56","1,177.70",278.25,3078497,"3,132,570,087.30",
48,28-Jan-2010,EQ,978.00,"1,030.00",978.00,972.75,"1,017.75","1,018.80","1,004.76","1,177.70",278.25,2869552,"2,883,198,388.00",
49,27-Jan-2010,EQ,"1,003.10","1,009.65",965.15,"1,018.70",973.05,972.75,981.91,"1,177.70",278.25,2425515,"2,381,625,319.15",
50,25-Jan-2010,EQ,"1,026.00","1,029.65","1,005.15","1,031.65","1,014.95","1,018.70","1,015.65","1,177.70",278.25,1048612,"1,065,018,154.95",
51,22-Jan-2010,EQ,"1,045.00","1,057.90","1,025.00","1,061.25","1,026.95","1,031.65","1,038.94","1,177.70",278.25,1455147,"1,511,814,085.05",
52,21-Jan-2010,EQ,"1,085.00","1,091.00","1,050.00","1,083.75","1,060.00","1,061.25","1,062.76","1,177.70",278.25,1462619,"1,554,411,146.95",
53,20-Jan-2010,EQ,"1,107.00","1,118.85","1,080.20","1,105.75","1,085.00","1,083.75","1,091.64","1,177.70",278.25,1316969,"1,437,660,868.35",
54,19-Jan-2010,EQ,"1,177.70","1,177.70","1,093.10","1,107.65","1,107.20","1,105.75","1,103.19","1,177.70",278.25,1613897,"1,780,437,524.15",
55,18-Jan-2010,EQ,"1,070.00","1,113.00","1,060.70","1,077.80","1,113.00","1,107.65","1,094.98","1,113.00",278.25,2006720,"2,197,314,623.95",
56,15-Jan-2010,EQ,"1,080.00","1,093.40","1,065.20","1,066.10","1,076.25","1,077.80","1,078.77","1,093.40",278.25,3272539,"3,530,331,347.50",
57,14-Jan-2010,EQ,"1,044.80","1,079.00","1,041.90","1,040.30","1,066.50","1,066.10","1,066.15","1,079.00",278.25,2149282,"2,291,459,507.85",
58,13-Jan-2010,EQ,"1,041.50","1,048.85","1,026.55","1,049.30","1,032.40","1,040.30","1,036.33","1,075.00",278.25,2100740,"2,177,056,179.40",
59,12-Jan-2010,EQ,"1,048.00","1,075.00","1,031.00","1,049.40","1,049.00","1,049.30","1,052.89","1,075.00",278.25,2870381,"3,022,191,032.90",
60,11-Jan-2010,EQ,"1,019.00","1,053.00","1,015.10","1,015.95","1,047.00","1,049.40","1,038.98","1,064.00",278.25,2019301,"2,098,023,096.25",
61,08-Jan-2010,EQ,"1,003.00","1,019.90",996.35,"1,002.85","1,013.60","1,015.95","1,010.65","1,064.00",278.25,1586285,"1,603,177,642.45",
62,07-Jan-2010,EQ,996.45,"1,006.00",989.10,995.80,"1,005.00","1,002.85",999.45,"1,064.00",278.25,992905,"992,354,131.25",
63,06-Jan-2010,EQ,"1,020.00","1,028.70",992.55,"1,012.80",993.00,995.80,"1,002.48","1,064.00",278.25,1190717,"1,193,675,134.00",
64,05-Jan-2010,EQ,998.00,"1,020.00",995.70,992.10,"1,014.15","1,012.80","1,011.96","1,064.00",278.25,1525876,"1,544,129,676.05",
65,04-Jan-2010,EQ,993.90,999.95,988.10,989.20,990.00,992.10,993.67,"1,064.00",278.25,874302,"868,766,920.70",
66,31-Dec-2009,EQ,985.00,993.50,978.10,981.40,988.20,989.20,988.16,"1,064.00",278.25,1247008,"1,232,248,319.15",
67,30-Dec-2009,EQ,984.75,987.00,970.10,984.75,979.00,981.40,977.92,"1,064.00",278.25,1011654,"989,314,713.00",
68,29-Dec-2009,EQ,991.85,997.85,982.25,987.35,985.30,984.75,989.95,"1,064.00",278.25,710957,"703,809,855.65",
69,24-Dec-2009,EQ,984.00,991.85,975.20,982.40,988.00,987.35,985.77,"1,064.00",278.25,1024785,"1,010,197,379.40",
70,23-Dec-2009,EQ,971.00,985.00,966.80,970.20,982.00,982.40,977.80,"1,064.00",278.25,1321535,"1,292,196,354.15",
71,22-Dec-2009,EQ,955.00,973.45,955.00,954.30,971.00,970.20,968.89,"1,064.00",278.25,1649671,"1,598,346,007.45",
72,21-Dec-2009,EQ,939.00,960.00,926.00,934.30,953.60,954.30,946.12,"1,064.00",278.25,1712535,"1,620,261,203.90",
73,18-Dec-2009,EQ,940.00,953.50,928.55,941.75,935.80,934.30,941.72,"1,064.00",278.25,1531195,"1,441,950,995.40",
74,17-Dec-2009,EQ,932.10,949.00,915.80,937.25,940.80,941.75,931.28,"1,064.00",278.25,3004119,"2,797,674,654.55",
75,16-Dec-2009,EQ,957.00,957.00,931.90,959.70,937.00,937.25,944.69,"1,064.00",278.25,2996210,"2,830,487,346.00",
76,15-Dec-2009,EQ,989.50,"1,001.10",954.00,994.65,957.00,959.70,976.76,"1,064.00",278.25,1935976,"1,890,981,299.55",
77,14-Dec-2009,EQ,"1,003.00","1,013.00",989.50,"1,003.75",994.05,994.65,"1,001.53","1,064.00",278.25,1108154,"1,109,849,340.55",
78,11-Dec-2009,EQ,"1,026.00","1,033.15",997.85,"1,021.35","1,003.20","1,003.75","1,011.28","1,064.00",278.25,1159922,"1,173,011,466.80",
79,10-Dec-2009,EQ,"1,014.90","1,030.00","1,001.60","1,015.85","1,021.95","1,021.35","1,017.56","1,064.00",278.25,1370556,"1,394,621,993.00",
80,09-Dec-2009,EQ,"1,015.00","1,032.45","1,009.90","1,039.70","1,016.30","1,015.85","1,019.55","1,064.00",278.25,1053088,"1,073,678,291.35",
81,08-Dec-2009,EQ,"1,009.00","1,047.40","1,000.00","1,009.05","1,037.10","1,039.70","1,027.87","1,064.00",278.25,1764977,"1,814,172,998.10",
82,07-Dec-2009,EQ,"1,030.00","1,036.90","1,003.30","1,027.05","1,008.30","1,009.05","1,016.27","1,064.00",278.25,962491,"978,147,139.45",
83,04-Dec-2009,EQ,"1,035.00","1,044.80","1,020.00","1,049.60","1,030.10","1,027.05","1,031.57","1,064.00",278.25,1003950,"1,035,648,268.95",
84,03-Dec-2009,EQ,"1,054.50","1,064.00","1,037.00","1,047.45","1,050.50","1,049.60","1,052.86","1,064.00",278.25,1128898,"1,188,572,212.55",
85,02-Dec-2009,EQ,"1,041.00","1,052.80","1,032.45","1,036.85","1,046.10","1,047.45","1,044.72","1,052.80",278.25,1613711,"1,685,874,247.05",
86,01-Dec-2009,EQ,"1,010.00","1,040.00","1,005.50",999.40,"1,038.80","1,036.85","1,026.73","1,042.00",278.25,1674234,"1,718,988,873.70",
87,30-Nov-2009,EQ,985.00,"1,011.05",984.00,971.20,999.00,999.40,999.84,"1,042.00",278.25,1468304,"1,468,074,830.85",
88,27-Nov-2009,EQ,980.00,990.00,937.00,997.35,963.20,971.20,960.68,"1,042.00",278.25,1831950,"1,759,920,569.20",
89,26-Nov-2009,EQ,"1,017.00","1,037.95",992.05,"1,016.65",998.10,997.35,"1,018.84","1,042.00",278.25,2711776,"2,762,863,088.35",
90,25-Nov-2009,EQ,"1,000.00","1,022.00",996.55,"1,000.10","1,017.25","1,016.65","1,013.40","1,042.00",278.25,2390116,"2,422,136,378.05",
91,24-Nov-2009,EQ,"1,008.00","1,008.00",981.05,999.40,998.30,"1,000.10",995.72,"1,042.00",278.25,1194076,"1,188,961,144.35",
92,23-Nov-2009,EQ,990.00,"1,007.50",990.00,992.05,996.50,999.40,"1,002.07","1,042.00",278.25,1103670,"1,105,953,696.00",
93,20-Nov-2009,EQ,981.00,999.00,955.10,986.55,993.90,992.05,978.22,"1,042.00",278.25,1850679,"1,810,373,398.60",
94,19-Nov-2009,EQ,994.00,"1,005.00",978.00,999.15,990.00,986.55,993.45,"1,042.00",278.25,1170092,"1,162,422,489.05",
95,18-Nov-2009,EQ,995.00,"1,005.00",993.75,"1,002.20","1,002.00",999.15,999.79,"1,042.00",278.25,1017601,"1,017,385,208.70",
