,Date ,series ,OPEN ,HIGH ,LOW ,PREV. CLOSE ,ltp ,close ,vwap ,52W H ,52W L ,VOLUME ,VALUE ,No of trades 
0,09-Apr-2010,EQ,"2,078.00","2,098.00","2,063.05","2,074.85","2,073.00","2,068.30","2,080.92","2,113.90",535.0,202451,"421,284,112.35",
1,08-Apr-2010,EQ,"2,067.00","2,095.95","2,061.35","2,077.45","2,077.55","2,074.85","2,080.40","2,113.90",535.0,182687,"380,061,798.90",
2,07-Apr-2010,EQ,"2,045.00","2,094.00","2,045.00","2,040.60","2,080.00","2,077.45","2,077.40","2,113.90",535.0,248355,"515,931,611.35",
3,06-Apr-2010,EQ,"2,101.05","2,113.90","2,028.50","2,095.90","2,041.40","2,040.60","2,060.38","2,113.90",535.0,301066,"620,309,031.90",
4,05-Apr-2010,EQ,"2,011.00","2,110.00","2,005.00","1,997.10","2,106.00","2,095.90","2,066.99","2,110.00",535.0,383161,"791,988,921.15",
5,01-Apr-2010,EQ,"2,005.00","2,028.60","1,990.20","2,014.80","1,998.00","1,997.10","2,003.40","2,054.95",535.0,141922,"284,326,215.15",
6,31-Mar-2010,EQ,"1,990.00","2,044.00","1,979.80","1,981.00","2,018.00","2,014.80","2,011.66","2,054.95",535.0,273123,"549,431,028.20",
7,30-Mar-2010,EQ,"1,990.00","2,019.70","1,971.50","1,983.75","1,978.00","1,981.00","1,993.83","2,054.95",535.0,210301,"419,305,076.95",
8,29-Mar-2010,EQ,"1,970.00","2,054.95","1,962.50","1,977.90","1,982.60","1,983.75","2,015.35","2,054.95",535.0,519855,"1,047,688,111.65",
9,26-Mar-2010,EQ,"1,902.00","1,995.00","1,890.00","1,880.60","1,976.30","1,977.90","1,964.55","1,995.00",535.0,551903,"1,084,242,073.85",
10,25-Mar-2010,EQ,"1,860.00","1,891.70","1,845.30","1,848.00","1,880.05","1,880.60","1,863.36","1,933.00",535.0,389506,"725,789,848.25",
11,23-Mar-2010,EQ,"1,872.00","1,872.30","1,842.00","1,851.80","1,845.00","1,848.00","1,860.28","1,933.00",535.0,111403,"207,241,116.45",
12,22-Mar-2010,EQ,"1,850.00","1,858.00","1,840.00","1,864.90","1,846.30","1,851.80","1,850.27","1,933.00",535.0,114385,"211,642,788.35",
13,19-Mar-2010,EQ,"1,850.00","1,875.10","1,846.00","1,840.15","1,860.25","1,864.90","1,867.44","1,933.00",513.25,176647,"329,877,917.70",
14,18-Mar-2010,EQ,"1,824.00","1,852.45","1,812.10","1,810.35","1,850.00","1,840.15","1,828.39","1,933.00",513.25,284966,"521,029,852.05",
15,17-Mar-2010,EQ,"1,841.45","1,841.45","1,803.20","1,821.60","1,812.10","1,810.35","1,816.39","1,933.00",513.25,133302,"242,128,863.60",
16,16-Mar-2010,EQ,"1,833.35","1,842.00","1,814.00","1,829.60","1,821.05","1,821.60","1,822.39","1,933.00",513.25,99530,"181,382,827.65",
17,15-Mar-2010,EQ,"1,849.90","1,855.00","1,824.00","1,842.10","1,826.60","1,829.60","1,829.91","1,933.00",513.25,67201,"122,971,482.40",
18,12-Mar-2010,EQ,"1,830.00","1,855.00","1,815.55","1,826.10","1,841.00","1,842.10","1,842.11","1,933.00",478.05,192621,"354,828,138.60",
19,11-Mar-2010,EQ,"1,849.90","1,868.40","1,796.10","1,849.90","1,815.50","1,826.10","1,825.87","1,933.00",478.05,229346,"418,756,812.35",
20,10-Mar-2010,EQ,"1,866.00","1,895.00","1,835.00","1,874.25","1,850.00","1,849.90","1,860.44","1,933.00",478.05,191887,"356,993,763.40",
21,09-Mar-2010,EQ,"1,901.70","1,918.90","1,865.25","1,914.45","1,868.60","1,874.25","1,884.97","1,933.00",478.05,133412,"251,476,996.50",
22,08-Mar-2010,EQ,"1,910.50","1,933.00","1,897.05","1,901.05","1,911.70","1,914.45","1,912.10","1,933.00",478.05,219745,"420,175,294.95",
23,05-Mar-2010,EQ,"1,899.00","1,910.00","1,880.10","1,890.45","1,900.20","1,901.05","1,899.98","1,910.00",477.0,123410,"234,476,969.95",
24,04-Mar-2010,EQ,"1,880.00","1,903.50","1,873.20","1,878.45","1,889.00","1,890.45","1,891.84","1,903.50",477.0,313191,"592,508,772.15",
25,03-Mar-2010,EQ,"1,850.00","1,890.00","1,850.00","1,848.45","1,882.20","1,878.45","1,871.60","1,890.00",477.0,436498,"816,948,256.80",
26,02-Mar-2010,EQ,"1,827.80","1,863.00","1,811.25","1,817.65","1,855.70","1,848.45","1,847.38","1,874.00",477.0,385986,"713,062,343.05",
27,26-Feb-2010,EQ,"1,729.45","1,826.00","1,717.25","1,712.35","1,812.10","1,817.65","1,791.63","1,874.00",477.0,337239,"604,206,893.95",
28,25-Feb-2010,EQ,"1,712.45","1,756.90","1,704.00","1,747.45","1,720.00","1,712.35","1,722.40","1,874.00",477.0,157038,"270,482,415.35",
29,24-Feb-2010,EQ,"1,722.00","1,758.80","1,705.00","1,721.80","1,749.80","1,747.45","1,740.68","1,874.00",477.0,182593,"317,836,434.30",
30,23-Feb-2010,EQ,"1,780.00","1,810.00","1,698.40","1,801.35","1,725.35","1,721.80","1,750.44","1,874.00",477.0,316178,"553,451,402.95",
31,22-Feb-2010,EQ,"1,830.00","1,835.05","1,786.00","1,806.60","1,800.00","1,801.35","1,798.88","1,874.00",477.0,156734,"281,946,064.20",
32,19-Feb-2010,EQ,"1,800.00","1,825.00","1,780.00","1,812.50","1,810.00","1,806.60","1,800.17","1,874.00",455.1,309612,"557,355,649.40",
33,18-Feb-2010,EQ,"1,845.20","1,845.20","1,800.00","1,839.15","1,811.80","1,812.50","1,819.63","1,874.00",455.1,203158,"369,672,125.20",
34,17-Feb-2010,EQ,"1,800.00","1,874.00","1,800.00","1,797.50","1,835.00","1,839.15","1,844.76","1,874.00",455.1,396604,"731,639,453.25",
35,16-Feb-2010,EQ,"1,810.00","1,810.00","1,774.00","1,792.65","1,799.95","1,797.50","1,778.35","1,836.55",455.1,865560,"1,539,270,965.10",
36,15-Feb-2010,EQ,"1,790.00","1,815.00","1,779.00","1,788.75","1,794.90","1,792.65","1,797.20","1,836.55",455.1,73831,"132,688,781.45",
37,11-Feb-2010,EQ,"1,785.00","1,798.95","1,742.50","1,773.20","1,787.00","1,788.75","1,791.82","1,836.55",446.3,239658,"429,423,667.90",
38,10-Feb-2010,EQ,"1,737.00","1,797.75","1,736.50","1,728.60","1,768.00","1,773.20","1,765.95","1,836.55",446.3,389788,"688,347,660.85",
