,Date ,series ,OPEN ,HIGH ,LOW ,PREV. CLOSE ,ltp ,close ,vwap ,52W H ,52W L ,VOLUME ,VALUE ,No of trades 
0,09-Apr-2010,EQ,337.0,338.0,332.1,335.2,335.5,335.4,335.28,363.5,203.95,1244003,"417,088,323.35",
1,08-Apr-2010,EQ,337.9,338.5,330.6,336.3,335.6,335.2,334.99,363.5,203.95,1067527,"357,613,132.85",
2,07-Apr-2010,EQ,340.0,340.95,333.55,338.4,336.15,336.3,335.94,363.5,203.95,1274324,"428,101,337.90",
3,06-Apr-2010,EQ,351.0,351.9,338.0,349.95,338.35,338.4,341.13,363.5,203.95,1274158,"434,659,425.55",
4,05-Apr-2010,EQ,340.0,351.35,340.0,339.0,349.0,349.95,346.0,363.5,203.95,1279262,"442,628,588.95",
5,01-Apr-2010,EQ,339.0,342.85,337.65,338.35,338.75,339.0,339.61,363.5,203.95,738013,"250,639,767.80",
6,31-Mar-2010,EQ,339.0,341.55,334.0,338.15,338.5,338.35,339.04,363.5,203.95,707879,"239,997,380.60",
7,30-Mar-2010,EQ,344.0,354.85,336.2,342.55,336.2,338.15,342.17,363.5,203.95,674617,"230,832,049.50",
8,29-Mar-2010,EQ,340.0,348.4,335.7,344.8,343.8,342.55,343.1,363.5,203.95,1190836,"408,570,450.50",
9,26-Mar-2010,EQ,350.0,354.75,343.5,348.8,345.0,344.8,347.35,363.5,198.0,1259723,"437,569,823.10",
10,25-Mar-2010,EQ,342.0,351.8,339.0,342.0,351.0,348.8,346.64,363.5,198.0,3023465,"1,048,045,092.15",
11,23-Mar-2010,EQ,334.0,343.9,334.0,333.35,342.0,342.0,340.87,363.5,198.0,2492255,"849,542,020.00",
12,22-Mar-2010,EQ,326.0,338.3,326.0,333.5,331.5,333.35,335.39,363.5,198.0,1169177,"392,129,693.90",
13,19-Mar-2010,EQ,330.0,335.0,328.3,329.25,334.35,333.5,331.49,363.5,194.8,1063228,"352,447,244.30",
14,18-Mar-2010,EQ,334.0,336.0,327.55,332.2,330.0,329.25,330.99,363.5,194.8,1336085,"442,227,148.15",
15,17-Mar-2010,EQ,318.5,334.3,318.5,317.8,334.0,332.2,327.28,363.5,194.8,2491427,"815,395,278.90",
16,16-Mar-2010,EQ,314.5,319.9,314.5,314.4,318.85,317.8,316.9,363.5,194.8,372492,"118,041,374.50",
17,15-Mar-2010,EQ,316.1,321.0,313.1,316.0,315.05,314.4,314.44,363.5,194.8,370546,"116,513,643.90",
18,12-Mar-2010,EQ,319.05,321.3,315.1,318.3,315.8,316.0,317.72,363.5,194.8,462648,"146,991,911.50",
19,11-Mar-2010,EQ,316.5,320.45,316.1,316.2,318.85,318.3,318.18,363.5,194.8,1038962,"330,572,122.70",
20,10-Mar-2010,EQ,315.0,320.0,314.5,314.45,316.4,316.2,316.78,363.5,194.8,852963,"270,205,616.35",
21,09-Mar-2010,EQ,322.0,323.85,314.0,321.6,314.7,314.45,316.58,363.5,194.8,915288,"289,762,672.85",
22,08-Mar-2010,EQ,321.5,324.9,318.05,321.3,321.55,321.6,322.51,363.5,194.8,841443,"271,375,412.85",
23,05-Mar-2010,EQ,321.0,325.5,319.75,318.25,320.75,321.3,322.91,363.5,186.5,1365247,"440,856,323.40",
24,04-Mar-2010,EQ,320.55,321.9,315.2,320.55,319.75,318.25,317.62,363.5,186.5,1419352,"450,812,993.50",
25,03-Mar-2010,EQ,316.0,321.9,315.55,315.3,320.7,320.55,319.8,363.5,186.5,1130913,"361,668,959.55",
26,02-Mar-2010,EQ,311.0,319.95,311.0,316.15,317.05,315.3,316.19,363.5,186.5,699176,"221,074,049.40",
27,26-Feb-2010,EQ,305.0,319.0,303.35,303.55,317.2,316.15,312.72,363.5,185.15,1066163,"333,409,205.95",
28,25-Feb-2010,EQ,304.5,309.8,301.8,303.15,302.3,303.55,305.2,363.5,185.15,1838444,"561,099,967.05",
29,24-Feb-2010,EQ,309.0,309.5,302.05,309.9,303.75,303.15,305.07,363.5,185.15,1128945,"344,405,923.75",
30,23-Feb-2010,EQ,312.55,312.95,305.35,312.8,309.65,309.9,310.06,363.5,185.15,816336,"253,116,396.05",
31,22-Feb-2010,EQ,317.15,320.4,311.1,316.15,311.85,312.8,314.88,363.5,185.15,756896,"238,331,692.90",
32,19-Feb-2010,EQ,318.0,319.0,313.1,318.0,315.5,316.15,316.38,363.5,185.15,510660,"161,562,960.15",
33,18-Feb-2010,EQ,319.0,324.75,317.1,318.8,318.1,318.0,321.03,363.5,185.15,565791,"181,635,420.80",
34,17-Feb-2010,EQ,323.0,325.9,317.05,322.5,318.5,318.8,321.65,363.5,185.15,906159,"291,468,183.40",
35,16-Feb-2010,EQ,317.0,323.5,316.35,316.7,323.1,322.5,320.55,363.5,185.15,770797,"247,082,300.80",
36,15-Feb-2010,EQ,313.0,317.95,312.0,312.1,316.65,316.7,316.09,363.5,185.15,722606,"228,405,897.00",
37,11-Feb-2010,EQ,313.0,317.75,311.35,312.25,313.0,312.1,313.83,363.5,185.15,536129,"168,252,534.70",
38,10-Feb-2010,EQ,323.0,325.6,311.25,321.4,312.5,312.25,315.79,363.5,185.15,930007,"293,682,877.60",
39,09-Feb-2010,EQ,317.0,322.9,314.35,316.75,322.05,321.4,319.65,363.5,185.15,837918,"267,838,623.45",
40,08-Feb-2010,EQ,311.5,318.0,304.45,310.75,316.9,316.75,312.67,363.5,185.15,790303,"247,101,590.75",
41,06-Feb-2010,EQ,311.5,312.5,310.0,309.5,310.0,310.75,311.13,363.5,185.15,68919,"21,443,004.25",
42,05-Feb-2010,EQ,310.0,313.0,304.6,313.15,310.0,309.5,309.85,363.5,185.15,1380008,"427,599,887.30",
43,04-Feb-2010,EQ,320.5,320.7,310.6,320.7,311.0,313.15,314.78,363.5,185.15,883457,"278,098,104.30",
44,03-Feb-2010,EQ,318.85,327.0,316.0,313.75,320.1,320.7,320.03,363.5,185.15,668662,"213,995,095.55",
45,02-Feb-2010,EQ,326.05,329.9,311.25,326.05,314.55,313.75,319.48,363.5,185.15,1101300,"351,840,186.60",
46,01-Feb-2010,EQ,319.0,327.9,316.5,317.2,326.6,326.05,322.89,363.5,185.15,964639,"311,473,225.70",
47,29-Jan-2010,EQ,318.1,323.75,303.0,317.85,320.0,317.2,313.14,363.5,185.15,2282638,"714,777,183.85",
48,28-Jan-2010,EQ,316.1,328.0,314.2,313.5,317.9,317.85,319.99,363.5,185.15,2473512,"791,508,509.15",
49,27-Jan-2010,EQ,326.0,326.85,310.0,326.95,310.25,313.5,316.54,363.5,185.15,1479710,"468,381,877.20",
50,25-Jan-2010,EQ,325.0,332.7,320.0,330.3,324.95,326.95,328.28,363.5,185.15,527544,"173,182,763.90",
51,22-Jan-2010,EQ,335.8,337.0,323.35,337.5,328.15,330.3,330.31,363.5,171.35,1541620,"509,211,949.85",
52,21-Jan-2010,EQ,342.55,347.95,336.0,342.55,337.0,337.5,342.5,363.5,171.35,764069,"261,694,105.65",
53,20-Jan-2010,EQ,343.0,347.7,341.4,342.45,342.75,342.55,344.53,363.5,171.35,713101,"245,686,389.65",
54,19-Jan-2010,EQ,348.9,351.5,341.0,348.05,341.9,342.45,345.74,363.5,171.35,717425,"248,045,516.15",
55,18-Jan-2010,EQ,349.5,358.4,345.1,350.2,348.1,348.05,348.33,363.5,171.35,1472491,"512,915,301.30",
56,15-Jan-2010,EQ,341.3,353.0,338.65,340.8,350.05,350.2,348.44,363.5,171.35,2637077,"918,868,306.55",
57,14-Jan-2010,EQ,344.45,345.0,340.0,341.85,340.3,340.8,342.03,363.5,171.35,750438,"256,670,667.45",
58,13-Jan-2010,EQ,338.9,345.7,337.0,339.65,342.5,341.85,341.57,363.5,171.35,957815,"327,160,263.50",
59,12-Jan-2010,EQ,342.3,344.4,336.55,342.3,340.45,339.65,339.93,363.5,171.35,1083070,"368,171,552.60",
60,11-Jan-2010,EQ,343.8,346.2,341.0,341.1,341.0,342.3,343.29,363.5,171.35,741426,"254,524,595.75",
61,08-Jan-2010,EQ,345.0,346.5,340.2,342.05,341.3,341.1,343.1,363.5,171.35,913410,"313,388,176.55",
62,07-Jan-2010,EQ,346.0,350.4,340.5,344.9,341.05,342.05,344.66,363.5,171.35,1555841,"536,230,481.25",
63,06-Jan-2010,EQ,332.0,348.9,330.35,331.5,344.7,344.9,342.22,363.5,171.35,3580916,"1,225,458,223.15",
64,05-Jan-2010,EQ,338.55,342.4,330.5,337.55,332.0,331.5,333.98,363.5,171.35,1664976,"556,076,497.15",
65,04-Jan-2010,EQ,338.0,339.5,336.0,335.05,337.8,337.55,337.58,363.5,171.35,635013,"214,367,063.05",
66,31-Dec-2009,EQ,342.0,342.7,333.1,339.35,336.0,335.05,336.85,363.5,171.35,1579814,"532,167,697.85",
67,30-Dec-2009,EQ,335.0,342.2,330.4,335.7,339.55,339.35,337.47,363.5,171.35,1997752,"674,176,954.65",
68,29-Dec-2009,EQ,347.0,348.8,327.3,345.7,333.7,335.7,335.91,363.5,171.35,4157551,"1,396,556,716.10",
